Resumen;Class
Update services/adapters that use standard webservice proxies to use runtime proxies;0
Update SOAP UI test cases to include RelatesTo and MessageId in the Generic Batch Submission Deferred Response (request);0
Update SOAP UI Validation and Regression test suites to conform to the updates for security and naming conventions;0
Update SoapUI tests for new exchange schema and connection manager;0
Update software architecture diagrams for CONNECT;0
Update software architecture document;0
Update Software Architecture Document (SAD) and wiki content (short term plan);0
Update Software Architecture Documentation (SAD) for CONNECT 5.1;0
Update Software Architecture Documentation (SAD) for CONNECT 5.2;0
Update Software Architecture Documentation to reflect revamped SAD organization/hierarchy;0
Update Source Code Information Release Notes page;0
Update Source code repository page to include Rel 4.1 source code links;0
Update System Implementation and Administration Manual (SIAM) for CONNECT 5.1;0
Update System Implementation and Administration Manual (SIAM) for CONNECT 5.2;0
Update System Implementation and Administration Manual (SIAM) with strategy for incorporating security updates for Third Party Products;0
Update System Implementation and Administration Manual(SIAM) for next Release 4.4;0
Update System Implementation and Administration Manual(SIAM) for Release 4.3;0
Update table of deployed components;0
Update Test Harness to include CONNECT 2.4.8 (LTST11);0
Update test suite to include test cases/scripts to support CONN-400(Country code in PD adapter's response if present in MPI);0
Update test suite to include test cases/scripts to support CONN-402/401(RelatesTo element in the SOAP header);0
Update test suite to include test cases/scripts to support CONN-420(Direct failing on WebSphere if database event logging is enabled);0
Update test suite to include test cases/scripts to support CONN-438(Populate WSA-To value in NwHIN interfaces);0
Update testing *ConnectionInfo.xml files to new format;0
update the ant install.xml to use the maven built artifacts;0
Update the assertions block in all tests as required after the 5.1 assertions updates;0
Update the automated regression suite to include all regression tests that can be run automatically;0
Update the build.xml for all war/ear in CONNECT to include all necessary third party libraries;0
Update the configuration management plan;0
Update the CONNECT tunable parameters guide for the concurrent TaskExecutor service to give guidance to Systems Administrators as to the optimal settings to use.;0
Update the DIrect:Trust Bundles Page with Correct CSS;0
Update the Document Release Process to reflect the PRL TDL that was revised.;0
Update the Download CONNECT button URL;0
Update the How a View Is Documented page to reflect SAD redesigned (perhaps making this a child page of How this Document is Organized);0
Update the How this Document Is Organized page as a result of changes to the redesigned SAD;0
Update the Long Term Architecture Vision and Preliminary Design Document (and wiki content);0
Update the main testing release notes page;0
update the releases and associated URLs on wiki source code repository page;0
Update the SAD section that describes the Policy Engine ;0
Update the SAD Service View - Adapter Interface and Service Bus Components;0
Update the SAD Service View - Administrative Distribution;0
Update the SAD Service View - Audit Log;0
Update the SAD Service View - Document Submission;0
Update the SAD Service View - Document Submission Deferred;0
Update the SAD Service View - Health Information Event Messaging;0
Update the SAD Service View - Patient Discovery;0
Update the SAD Service View - Patient Discovery Deferred;0
Update the SAD Service View - Policy Engine;0
Update the SAD Service View - Query for Documents;0
Update the SAD Service View - Query for Documents Deferred;0
Update the SAD Service View - Retrieve Documents;0
Update the SAD Service View - Retrieve Documents Deferred;0
Update the SAD Service View that describes Patient Discovery;0
Update the source file so that header references the LICENSE.txt.;0
Update the Summary of Background Changes Reflected in Current Version based on the SAD redesign;0
Update the UniversalClient to work in 2.3;0
update the Validation Suite;0
Update the Web Services Registry SAD section;0
Update TransactionHandler and test with correct injection;0
Update UDDI based multispec design doc to correct issues raised in GATEWAY-1771;0
Update UDDI based multispec design doc to include sections on interface versioning;0
Update UDDI Connect services to match UDDI v3.0;0
Update Using CONNECT document for HIE for 3.2.2;0
Update Using CONNECT to Support HIE wiki page;0
Update Validation Suite (pom, mvn install, remove old projects);0
Update Validation Suite *-soapui-project.xml files to use the URL to specify the path to the wsdl files;0
Update Validation Suite Endpoints;0
update Validation Suite to include all g0 and g1 testing;0
Update wcrt11 with source code installation environment.;0
Update web.xml to rename services with 'Async' to 'Deferred' services;0
Update web.xmls to include appropriate services in the security constraint section;0
update webcontext for AD, DS;0
update webcontext for PD, DQ ;0
update webcontext for RD and HIEM;0
Update WebServiceProxyHelper to use new UDDI format;0
Update wiki 3.3 release space for Component Versions;0
update wiki 3.3 release space on performance ;0
Update wiki and binaries for 5.1.2;0
Update wiki content related to NwHIN specification versions;0
Update Wiki for status of unresolved spec deltas;0
Update Wiki Installation instructions for self-signed certs for versions prior to 3.2;0
Update wiki page for Code/peer review process;0
Update wiki page for creating adapter ;0
Update Wiki page with 3.2.2 interop test results.;0
Update wiki page with source code and binaries artifacts;0
Update wiki with findings and observations from the PoC;0
Update wiki with interoperability test reports;0
Update wikis for new functionality (User Manual);0
Update wikis with IV&V test reports;0
update windows source installation instructions for CONNECT 3.3;0
Update WSDL - X12 Webservice with services from latest assumptions;0
Update WSDL paths of tests so that they are not hardcoded values;0
Update WSDL to add SOAP fault and try to throw SOAP fault;0
"update wsdl to import schemaLocation=""classpath:schemas/...""";0
Update WSDLS for Deferred XCA to match new requirements;0
Update X12 story plan to reflect error scenarios;0
Update XDR deferred request passthru/msgproxy to use delegate logic;0
update XDR deferred request to be message specification version agnostic;0
Update XDR deferred response passthru/msgproxy to use delegate logic;0
update XDR deferred response to be message specification version agnostic;0
Update xmlsec jar in CONNECT 4.2 to fix XML Spoofing Vulnerability in Apache Santuario;0
Updates required to ensure performance of asynchronous logging mechanisms;0
Updates to AWS images from release testing;0
Updates to internalConnectionInfo and UDDIConnectionInfo;0
Updates to Solaris and Windows binary installation instructions;0
Updates to Solaris Installation Guide;0
upgrade 192.168.18.10 in gfe;0
Upgrade Admin GUI to Primefaces 6.2;0
Upgrade Atlassian suite;0
Upgrade CONNECT to use a newer version of ApacheCXF;0
Upgrade developer portal (developer.connectopensource.org) to current version of confluence;0
Upgrade Environments to JDK 1.7 Update 11;0
upgrade Glassfish 3.1.1;0
Upgrade Glassfish to 3.1.2.2;0
Upgrade interop harness and associated testing scripts to accommodate new interop testing scenarios;0
upgrade jdk 1.7;0
Upgrade JDK and Metro on PDC CRT11 tier;0
Upgrade Jenkins version and GitHub plugin;0
Upgrade Jira to 5.X.;0
Upgrade metro to 2.1.1;0
Upgrade Primefaces left nav bar with appropriate CSS;0
Upgrade QD adapter to support filtering of documents based on Status and DocumentEntryType parameters in the request;0
Upgrade Technology Stack in CONNECT Product;0
upgrade to ESXi 5 and bootstrap final remaining ESXi servers, and enable SSH;0
Upgrade WDEV11 Interop HUB Server to be 3.3.1 and tech stack upgrade-based.;0
Upgrade WTST11 server in Interop Lab from 3.2.1 to 3.2.2.;0
Upload Dec 2011 Code-a-thon documents to the website;0
Upon a subsequent successful response, RespondingGateway_PRPA_IN201306UV02Response, from a CrossGatewayPatientDiscovery request, the initiating gateway does not update the existing correlatedidentifiers record;0
URL in the SAML token never gets updated;0
Use a default domain.xml as part of the install to reduce cut&paste errors;0
Use a Java database as the default data source;0
"use different ""soap"" namespace for UDDI server";0
Use exchangeName to determine certificateAlias to select signing certificate;0
Use generated certs for embedded testing;0
use groupId org.connectopensource;0
use maven-embedded-glassfish-plugin to perform integration-test(s) ;0
Use WS-RM 1.2;0
Used to track tasks associated with preparing each release for general availability;0
Users should not be deleted from the system in Admin GUI, but made inactive;0
Using Apache CXF and OpenSAML, I would like to determine if we can securely stream a large file;0
Using Apache CXF and OpenSAML, I would like to replace Metro in AD;0
Using Apache CXF and OpenSAML, I would like to replace Metro in DQ;0
Using Apache CXF and OpenSAML, I would like to replace Metro in DR;0
Using Apache CXF and OpenSAML, I would like to replace Metro in HEIM;0
